Horse_ID,Heart_Rate,Respiration_Rate,Temperature,Movement_Activity,Reaction_Score,Therapy_Readiness,Health_Status,Readiness_Score,Alert,Care_Recommendation
TH02244,54,19,37.6,8,2,High,Healthy,0.57,No Alert,No Change
TH02245,53,16,37.3,2,1,High,Healthy,0.86,No Alert,No Change
TH02246,40,12,37.6,2,2,High,Healthy,0.76,No Alert,No Change
TH02247,36,12,37.5,8,4,High,Critical,0.97,Emergency,Veterinary Checkup
TH02248,54,13,37.0,1,4,High,Healthy,0.85,No Alert,No Change
TH02249,53,21,37.8,7,2,High,Healthy,0.26,No Alert,No Change
TH02250,59,21,37.5,9,3,High,Healthy,0.77,No Alert,No Change
TH02251,38,15,37.0,3,3,High,Critical,0.63,Emergency,Veterinary Checkup
TH02252,42,11,38.6,7,2,High,Healthy,0.21,No Alert,No Change
TH02253,30,12,37.7,6,4,Medium,Critical,0.4,Emergency,Veterinary Checkup
TH02254,41,18,37.4,7,2,High,Healthy,0.94,No Alert,No Change
TH02255,54,15,38.2,7,3,High,Healthy,0.94,No Alert,No Change
TH02256,40,15,38.4,1,2,High,Healthy,0.84,No Alert,No Change
TH02257,51,17,37.4,3,4,High,Healthy,0.99,No Alert,No Change
TH02258,43,11,37.7,1,3,High,Healthy,0.85,No Alert,No Change
TH02259,48,17,37.0,5,3,High,Healthy,0.21,No Alert,No Change
TH02260,33,13,37.4,3,1,Medium,Critical,0.43,Emergency,Veterinary Checkup
TH02261,45,14,37.4,1,1,High,Healthy,0.22,No Alert,No Change
TH02262,30,12,37.6,2,3,Medium,Critical,0.28,Emergency,Veterinary Checkup
TH02263,43,11,37.7,5,3,High,Healthy,0.38,No Alert,No Change
TH02264,30,8,37.8,3,2,Medium,Critical,0.6,Emergency,Veterinary Checkup
TH02265,57,19,37.6,6,4,High,Healthy,0.88,No Alert,No Change
TH02266,52,17,36.9,9,3,Medium,Healthy,0.89,No Alert,No Change
TH02267,49,15,37.0,6,4,High,Healthy,0.69,No Alert,No Change
TH02268,60,22,37.2,2,3,High,Healthy,0.94,No Alert,No Change
TH02269,35,13,37.4,2,4,High,Critical,0.6,Emergency,Veterinary Checkup
TH02270,62,22,38.0,8,1,High,Healthy,0.91,No Alert,No Change
TH02271,54,18,36.9,8,3,Medium,Healthy,0.56,No Alert,No Change
TH02272,42,15,37.3,6,2,High,Healthy,0.42,No Alert,No Change
TH02273,56,18,38.0,7,4,High,Healthy,0.93,No Alert,No Change
TH02274,33,15,37.4,1,3,Medium,Critical,0.51,Emergency,Veterinary Checkup
TH02275,36,10,37.7,9,1,High,Critical,0.6,Emergency,Veterinary Checkup
TH02276,38,17,37.4,5,1,High,Critical,0.46,Emergency,Veterinary Checkup
TH02277,39,13,37.6,9,1,High,Critical,0.73,Emergency,Veterinary Checkup
TH02278,34,9,37.4,2,1,Medium,Critical,1.0,Emergency,Veterinary Checkup
TH02279,57,22,37.8,8,3,High,Healthy,0.22,No Alert,No Change
TH02280,42,14,36.7,7,2,Medium,Critical,0.92,Emergency,Veterinary Checkup
TH02281,48,18,37.3,4,4,High,Healthy,0.2,No Alert,No Change
TH02282,39,15,37.6,3,2,High,Critical,0.49,Emergency,Veterinary Checkup
TH02283,30,11,37.8,4,4,Medium,Critical,0.33,Emergency,Veterinary Checkup
TH02284,47,14,38.2,4,2,High,Healthy,0.81,No Alert,No Change
TH02285,30,12,37.3,8,3,Medium,Critical,0.24,Emergency,Veterinary Checkup
TH02286,44,15,38.2,4,3,High,Healthy,0.64,No Alert,No Change
TH02287,31,12,37.2,5,4,Medium,Critical,0.44,Emergency,Veterinary Checkup
TH02288,64,17,38.2,2,3,High,Healthy,0.31,No Alert,No Change
TH02289,54,19,37.9,4,4,High,Healthy,0.82,No Alert,No Change
TH02290,46,14,37.0,7,2,High,Healthy,0.37,No Alert,No Change
TH02291,57,22,37.7,3,3,High,Healthy,0.38,No Alert,No Change
TH02292,36,13,37.5,1,3,High,Critical,0.42,Emergency,Veterinary Checkup
TH02293,50,17,37.8,8,4,High,Healthy,0.67,No Alert,No Change
TH02294,46,16,37.4,8,4,High,Healthy,0.73,No Alert,No Change
TH02295,47,14,37.3,6,4,High,Healthy,0.21,No Alert,No Change
TH02296,57,22,38.2,7,4,High,Healthy,0.39,No Alert,No Change
TH02297,52,21,37.5,2,1,High,Healthy,0.54,No Alert,No Change
TH02298,47,16,37.9,5,4,High,Healthy,0.47,No Alert,No Change
TH02299,30,13,37.4,7,1,Medium,Critical,0.91,Emergency,Veterinary Checkup
TH02300,35,11,38.3,9,2,High,Critical,0.83,Emergency,Veterinary Checkup
TH02301,43,13,37.2,1,4,High,Healthy,0.7,No Alert,No Change
TH02302,45,15,37.2,3,1,High,Healthy,0.47,No Alert,No Change
TH02303,33,12,38.3,6,1,Medium,Critical,0.76,Emergency,Veterinary Checkup
TH02304,69,22,37.3,7,1,Low,Healthy,0.87,No Alert,No Change
TH02305,60,21,38.3,6,3,High,Healthy,0.68,No Alert,No Change
TH02306,51,18,37.9,1,1,High,Healthy,0.83,No Alert,No Change
TH02307,45,13,37.4,4,4,High,Healthy,0.8,No Alert,No Change
TH02308,42,15,36.6,6,4,Medium,Critical,0.66,Emergency,Veterinary Checkup
TH02309,35,13,37.5,8,4,High,Critical,0.45,Emergency,Veterinary Checkup
TH02310,45,15,37.6,4,1,High,Healthy,0.8,No Alert,No Change
TH02311,47,18,38.1,7,1,High,Healthy,0.37,No Alert,No Change
TH02312,32,8,38.3,3,3,Medium,Critical,0.82,Emergency,Veterinary Checkup
TH02313,48,17,37.2,8,2,High,Healthy,0.84,No Alert,No Change
TH02314,43,12,37.9,1,3,High,Healthy,0.86,No Alert,No Change
TH02315,30,8,37.9,4,4,Medium,Critical,0.58,Emergency,Veterinary Checkup
TH02316,36,11,38.0,8,4,High,Critical,0.35,Emergency,Veterinary Checkup
TH02317,40,11,37.7,4,4,High,Healthy,0.28,No Alert,No Change
TH02318,63,20,36.5,2,3,Medium,Critical,0.79,Emergency,Veterinary Checkup
TH02319,50,16,37.4,2,4,High,Healthy,0.91,No Alert,No Change
TH02320,31,12,36.9,4,4,Medium,Critical,0.72,Emergency,Veterinary Checkup
TH02321,49,16,37.4,4,4,High,Healthy,0.32,No Alert,No Change
TH02322,30,8,38.0,2,1,Medium,Critical,0.95,Emergency,Veterinary Checkup
TH02323,55,21,37.7,7,2,High,Healthy,0.99,No Alert,No Change
TH02324,40,12,38.1,6,1,High,Healthy,0.55,No Alert,No Change
TH02325,44,15,37.7,3,1,High,Healthy,0.68,No Alert,No Change
TH02326,58,20,36.9,8,2,Medium,Healthy,0.82,No Alert,No Change
TH02327,32,11,36.5,8,2,Medium,Critical,0.79,Emergency,Veterinary Checkup
TH02328,31,13,37.6,1,3,Medium,Critical,0.97,Emergency,Veterinary Checkup
TH02329,39,14,37.4,3,2,High,Critical,0.29,Emergency,Veterinary Checkup
TH02330,55,17,37.0,5,3,High,Healthy,0.66,No Alert,No Change
TH02331,30,14,36.6,2,3,Medium,Critical,0.75,Emergency,Veterinary Checkup
TH02332,30,10,37.1,5,1,Medium,Critical,0.91,Emergency,Veterinary Checkup
TH02333,40,13,37.4,3,4,High,Healthy,0.9,No Alert,No Change
TH02334,50,19,37.8,9,1,High,Healthy,0.98,No Alert,No Change
TH02335,57,19,37.6,1,1,High,Healthy,0.61,No Alert,No Change
TH02336,40,14,38.3,4,2,High,Healthy,0.86,No Alert,No Change
TH02337,40,18,37.0,6,2,High,Healthy,0.54,No Alert,No Change
TH02338,56,18,37.9,9,3,High,Healthy,0.54,No Alert,No Change
TH02339,30,9,37.5,3,3,Medium,Critical,0.4,Emergency,Veterinary Checkup
TH02340,41,14,37.8,3,3,High,Healthy,0.85,No Alert,No Change
TH02341,46,17,37.3,5,2,High,Healthy,0.99,No Alert,No Change
TH02342,49,13,38.0,7,3,High,Healthy,0.41,No Alert,No Change
TH02343,39,9,37.6,5,3,High,Critical,0.24,Emergency,Veterinary Checkup
TH02344,45,14,37.2,8,2,High,Healthy,0.85,No Alert,No Change
TH02345,30,8,37.5,5,4,Medium,Critical,0.7,Emergency,Veterinary Checkup
TH02346,38,12,37.4,7,1,High,Critical,0.97,Emergency,Veterinary Checkup
TH02347,49,17,37.7,6,2,High,Healthy,0.4,No Alert,No Change
TH02348,35,10,36.9,2,3,Medium,Critical,0.26,Emergency,Veterinary Checkup
TH02349,45,12,37.5,3,1,High,Healthy,0.59,No Alert,No Change
TH02350,49,16,37.7,4,2,High,Healthy,0.27,No Alert,No Change
TH02351,41,15,37.5,5,1,High,Healthy,0.41,No Alert,No Change
TH02352,46,12,38.2,9,1,High,Healthy,0.3,No Alert,No Change
TH02353,35,13,37.9,6,4,High,Critical,0.38,Emergency,Veterinary Checkup
TH02354,42,16,37.5,1,3,High,Healthy,0.28,No Alert,No Change
TH02355,51,19,37.6,3,2,High,Healthy,0.96,No Alert,No Change
TH02356,46,18,37.6,7,3,High,Healthy,0.42,No Alert,No Change
TH02357,39,17,37.7,8,4,High,Critical,0.56,Emergency,Veterinary Checkup
TH02358,47,15,36.6,7,4,Medium,Critical,0.92,Emergency,Veterinary Checkup
TH02359,52,18,37.3,5,2,High,Healthy,0.74,No Alert,No Change
TH02360,30,9,36.8,8,2,Medium,Critical,0.69,Emergency,Veterinary Checkup
TH02361,56,19,38.1,9,4,High,Healthy,0.76,No Alert,No Change
TH02362,41,17,37.5,7,2,High,Healthy,0.86,No Alert,No Change
TH02363,49,14,37.4,9,1,High,Healthy,0.9,No Alert,No Change
TH02364,56,17,37.9,1,1,High,Healthy,0.71,No Alert,No Change
TH02365,31,13,37.7,9,4,Medium,Critical,0.91,Emergency,Veterinary Checkup
TH02366,37,14,36.9,3,3,Medium,Critical,0.63,Emergency,Veterinary Checkup
TH02367,42,13,37.5,6,2,High,Healthy,0.42,No Alert,No Change
TH02368,37,14,37.3,8,2,High,Critical,0.9,Emergency,Veterinary Checkup
TH02369,62,21,36.6,3,1,Medium,Critical,0.63,Emergency,Veterinary Checkup
TH02370,36,15,37.2,4,2,High,Critical,0.92,Emergency,Veterinary Checkup
TH02371,39,13,37.4,7,3,High,Critical,0.23,Emergency,Veterinary Checkup
TH02372,47,18,37.4,7,2,High,Healthy,0.52,No Alert,No Change
TH02373,32,16,36.8,4,2,Medium,Critical,0.96,Emergency,Veterinary Checkup
TH02374,41,15,38.1,9,1,High,Healthy,0.4,No Alert,No Change
TH02375,48,16,37.4,3,2,High,Healthy,0.95,No Alert,No Change
TH02376,41,15,37.5,8,4,High,Healthy,0.96,No Alert,No Change
TH02377,44,14,37.7,8,4,High,Healthy,0.91,No Alert,No Change
TH02378,39,18,37.1,4,3,High,Critical,0.65,Emergency,Veterinary Checkup
TH02379,30,10,37.7,7,3,Medium,Critical,0.72,Emergency,Veterinary Checkup
TH02380,48,15,37.3,4,3,High,Healthy,0.9,No Alert,No Change
TH02381,62,19,37.1,1,3,High,Healthy,0.82,No Alert,No Change
TH02382,45,17,37.8,1,1,High,Healthy,0.7,No Alert,No Change
TH02383,47,17,38.2,1,2,High,Healthy,0.99,No Alert,No Change
TH02384,51,16,37.9,2,1,High,Healthy,0.75,No Alert,No Change
TH02385,32,12,38.0,6,3,Medium,Critical,0.98,Emergency,Veterinary Checkup
TH02386,62,18,37.2,5,2,High,Healthy,0.25,No Alert,No Change
TH02387,47,16,36.7,2,4,Medium,Critical,0.31,Emergency,Veterinary Checkup
TH02388,61,21,38.2,8,1,High,Healthy,0.56,No Alert,No Change
TH02389,37,16,38.5,9,2,High,Critical,0.51,Emergency,Veterinary Checkup
TH02390,63,19,38.3,7,4,High,Healthy,0.83,No Alert,No Change
TH02391,52,15,37.3,9,4,High,Healthy,0.33,No Alert,No Change
TH02392,50,15,36.9,4,3,Medium,Healthy,0.98,No Alert,No Change
TH02393,47,13,37.0,7,4,High,Healthy,0.45,No Alert,No Change
TH02394,42,17,36.7,5,4,Medium,Critical,0.54,Emergency,Veterinary Checkup
TH02395,57,22,37.4,5,3,High,Healthy,0.42,No Alert,No Change
TH02396,46,16,38.3,3,2,High,Healthy,0.66,No Alert,No Change
TH02397,30,12,37.4,9,2,Medium,Critical,0.25,Emergency,Veterinary Checkup
TH02398,33,11,37.7,5,3,Medium,Critical,0.32,Emergency,Veterinary Checkup
TH02399,43,14,38.2,6,1,High,Healthy,0.8,No Alert,No Change
TH02400,48,15,37.3,3,3,High,Healthy,0.35,No Alert,No Change
TH02401,44,14,38.5,7,2,High,Healthy,0.39,No Alert,No Change
TH02402,57,16,38.5,9,1,High,Healthy,0.83,No Alert,No Change
TH02403,30,11,37.4,9,3,Medium,Critical,0.27,Emergency,Veterinary Checkup
TH02404,46,15,37.2,5,2,High,Healthy,0.55,No Alert,No Change
TH02405,30,11,37.8,7,2,Medium,Critical,0.22,Emergency,Veterinary Checkup
TH02406,52,18,37.3,3,2,High,Healthy,0.48,No Alert,No Change
TH02407,44,14,36.9,6,4,Medium,Healthy,0.76,No Alert,No Change
TH02408,49,15,38.1,8,4,High,Healthy,0.27,No Alert,No Change
TH02409,36,12,38.1,8,1,High,Critical,0.91,Emergency,Veterinary Checkup
TH02410,57,20,37.6,2,1,High,Healthy,0.93,No Alert,No Change
TH02411,55,16,36.9,6,1,Medium,Healthy,0.28,No Alert,No Change
TH02412,50,17,36.9,7,4,Medium,Healthy,0.99,No Alert,No Change
TH02413,43,15,37.6,7,1,High,Healthy,0.44,No Alert,No Change
TH02414,50,15,37.3,3,2,High,Healthy,0.27,No Alert,No Change
TH02415,37,11,37.3,9,2,High,Critical,0.2,Emergency,Veterinary Checkup
TH02416,53,18,38.0,2,1,High,Healthy,0.53,No Alert,No Change
TH02417,61,18,37.9,3,1,High,Healthy,0.7,No Alert,No Change
TH02418,55,19,38.2,2,4,High,Healthy,0.47,No Alert,No Change
TH02419,37,11,37.0,9,2,High,Critical,0.87,Emergency,Veterinary Checkup
TH02420,48,18,37.3,4,3,High,Healthy,0.77,No Alert,No Change
TH02421,32,15,37.9,2,3,Medium,Critical,0.48,Emergency,Veterinary Checkup
TH02422,50,15,37.7,3,4,High,Healthy,0.79,No Alert,No Change
TH02423,49,17,38.3,4,4,High,Healthy,0.95,No Alert,No Change
TH02424,30,9,37.7,6,4,Medium,Critical,0.27,Emergency,Veterinary Checkup
TH02425,33,13,38.4,5,2,Medium,Critical,0.44,Emergency,Veterinary Checkup
TH02426,42,11,37.8,3,1,High,Healthy,0.57,No Alert,No Change
TH02427,41,15,38.0,8,1,High,Healthy,0.6,No Alert,No Change
TH02428,32,9,37.3,8,4,Medium,Critical,0.63,Emergency,Veterinary Checkup
TH02429,48,16,37.5,7,2,High,Healthy,0.44,No Alert,No Change
TH02430,47,14,38.0,3,3,High,Healthy,0.73,No Alert,No Change
TH02431,43,16,38.3,1,4,High,Healthy,0.72,No Alert,No Change
TH02432,37,11,37.9,5,2,High,Critical,0.66,Emergency,Veterinary Checkup
TH02433,55,19,37.5,1,4,High,Healthy,0.29,No Alert,No Change
TH02434,61,20,38.2,6,2,High,Healthy,0.58,No Alert,No Change
TH02435,40,13,36.5,7,2,Medium,Critical,0.48,Emergency,Veterinary Checkup
TH02436,38,13,36.8,5,4,Medium,Critical,0.59,Emergency,Veterinary Checkup
TH02437,49,15,37.8,4,1,High,Healthy,0.94,No Alert,No Change
TH02438,41,14,37.5,2,4,High,Healthy,0.58,No Alert,No Change
TH02439,43,17,37.8,5,1,High,Healthy,0.21,No Alert,No Change
TH02440,52,16,37.5,9,1,High,Healthy,0.55,No Alert,No Change
TH02441,30,12,37.8,4,3,Medium,Critical,0.86,Emergency,Veterinary Checkup
TH02442,58,22,37.1,2,2,High,Healthy,0.82,No Alert,No Change
TH02443,45,13,37.8,6,4,High,Healthy,0.61,No Alert,No Change
TH02444,40,10,38.0,8,2,High,Healthy,0.4,No Alert,No Change
TH02445,44,15,38.1,2,3,High,Healthy,0.57,No Alert,No Change
TH02446,44,14,38.5,9,1,High,Healthy,0.65,No Alert,No Change
TH02447,30,14,37.6,7,4,Medium,Critical,1.0,Emergency,Veterinary Checkup
TH02448,59,20,37.6,2,2,High,Healthy,0.72,No Alert,No Change
TH02449,45,13,36.7,5,3,Medium,Critical,0.76,Emergency,Veterinary Checkup
TH02450,49,14,37.2,5,1,High,Healthy,0.59,No Alert,No Change
TH02451,54,20,37.4,7,1,High,Healthy,0.48,No Alert,No Change
TH02452,34,10,38.0,5,2,Medium,Critical,0.85,Emergency,Veterinary Checkup
TH02453,49,16,37.2,6,1,High,Healthy,0.6,No Alert,No Change
TH02454,42,16,37.9,9,3,High,Healthy,1.0,No Alert,No Change
TH02455,53,17,37.5,3,1,High,Healthy,0.57,No Alert,No Change
TH02456,30,10,37.4,3,4,Medium,Critical,0.25,Emergency,Veterinary Checkup
TH02457,44,15,37.6,8,4,High,Healthy,0.75,No Alert,No Change
TH02458,38,14,37.3,6,2,High,Critical,0.24,Emergency,Veterinary Checkup
TH02459,49,18,37.3,3,3,High,Healthy,0.4,No Alert,No Change
TH02460,49,16,36.6,2,1,Medium,Critical,0.48,Emergency,Veterinary Checkup
TH02461,37,12,37.4,2,1,High,Critical,0.79,Emergency,Veterinary Checkup
TH02462,37,12,37.3,2,1,High,Critical,0.6,Emergency,Veterinary Checkup
TH02463,43,11,37.2,5,4,High,Healthy,0.22,No Alert,No Change
TH02464,36,13,37.7,5,3,High,Critical,0.69,Emergency,Veterinary Checkup
TH02465,53,21,37.8,1,1,High,Healthy,0.53,No Alert,No Change
TH02466,41,12,37.6,2,2,High,Healthy,0.94,No Alert,No Change
TH02467,30,8,38.0,2,3,Medium,Critical,0.6,Emergency,Veterinary Checkup
TH02468,41,12,37.8,4,3,High,Healthy,0.77,No Alert,No Change
TH02469,34,13,37.4,7,1,Medium,Critical,0.38,Emergency,Veterinary Checkup
TH02470,30,11,37.3,3,4,Medium,Critical,0.81,Emergency,Veterinary Checkup
TH02471,32,10,37.7,5,3,Medium,Critical,0.78,Emergency,Veterinary Checkup
TH02472,46,13,37.8,9,2,High,Healthy,0.92,No Alert,No Change
TH02473,58,20,38.2,5,3,High,Healthy,0.23,No Alert,No Change
TH02474,48,13,38.1,9,4,High,Healthy,0.56,No Alert,No Change
TH02475,38,13,37.2,1,2,High,Critical,0.74,Emergency,Veterinary Checkup
TH02476,49,18,37.4,9,4,High,Healthy,0.28,No Alert,No Change
TH02477,40,11,37.8,5,1,High,Healthy,0.53,No Alert,No Change
TH02478,38,10,38.0,8,3,High,Critical,0.95,Emergency,Veterinary Checkup
TH02479,33,14,38.0,5,2,Medium,Critical,0.55,Emergency,Veterinary Checkup
TH02480,30,9,37.5,6,4,Medium,Critical,0.99,Emergency,Veterinary Checkup
TH02481,41,16,36.9,8,1,Medium,Healthy,0.25,No Alert,No Change
TH02482,46,15,37.0,2,2,High,Healthy,0.77,No Alert,No Change
TH02483,44,14,37.6,3,3,High,Healthy,0.66,No Alert,No Change
TH02484,40,14,37.7,9,3,High,Healthy,0.6,No Alert,No Change
TH02485,35,10,37.0,5,4,High,Critical,0.98,Emergency,Veterinary Checkup
TH02486,51,17,37.5,5,2,High,Healthy,0.3,No Alert,No Change
TH02487,31,10,37.8,9,1,Medium,Critical,0.92,Emergency,Veterinary Checkup
TH02488,52,15,36.9,3,1,Medium,Healthy,0.75,No Alert,No Change
TH02489,34,12,38.1,4,1,Medium,Critical,0.41,Emergency,Veterinary Checkup
TH02490,37,12,37.3,7,4,High,Critical,0.92,Emergency,Veterinary Checkup
TH02491,30,10,38.1,2,1,Medium,Critical,0.54,Emergency,Veterinary Checkup
TH02492,39,11,37.2,8,2,High,Critical,0.85,Emergency,Veterinary Checkup
TH02493,54,21,37.0,5,4,High,Healthy,0.51,No Alert,No Change
TH02494,50,18,37.3,1,3,High,Healthy,0.88,No Alert,No Change
TH02495,54,20,37.5,3,4,High,Healthy,0.71,No Alert,No Change
TH02496,50,16,37.3,9,4,High,Healthy,0.31,No Alert,No Change
TH02497,33,8,37.4,5,4,Medium,Critical,0.72,Emergency,Veterinary Checkup
TH02498,41,18,37.7,8,2,High,Healthy,0.35,No Alert,No Change
TH02499,37,12,37.4,1,3,High,Critical,0.53,Emergency,Veterinary Checkup
TH02500,58,18,37.5,7,3,High,Healthy,0.34,No Alert,No Change
TH02501,33,12,36.6,7,4,Medium,Critical,0.22,Emergency,Veterinary Checkup
TH02502,53,20,37.7,8,4,High,Healthy,0.37,No Alert,No Change
TH02503,53,18,37.5,3,4,High,Healthy,0.63,No Alert,No Change
TH02504,63,24,38.3,1,2,High,Healthy,0.59,No Alert,No Change
TH02505,40,15,37.0,9,2,High,Healthy,0.6,No Alert,No Change
TH02506,52,15,36.6,1,1,Medium,Critical,0.4,Emergency,Veterinary Checkup
TH02507,67,21,37.8,6,3,Low,Healthy,0.75,No Alert,No Change
TH02508,38,15,37.7,9,1,High,Critical,0.76,Emergency,Veterinary Checkup
TH02509,30,8,37.0,2,1,Medium,Critical,0.49,Emergency,Veterinary Checkup
TH02510,30,10,36.7,4,4,Medium,Critical,0.9,Emergency,Veterinary Checkup
TH02511,52,14,38.3,2,2,High,Healthy,0.72,No Alert,No Change
TH02512,30,9,38.2,4,1,Medium,Critical,0.77,Emergency,Veterinary Checkup
TH02513,41,13,36.5,2,1,Medium,Critical,0.42,Emergency,Veterinary Checkup
TH02514,49,16,37.3,1,1,High,Healthy,0.2,No Alert,No Change
TH02515,46,14,38.3,3,4,High,Healthy,0.89,No Alert,No Change
TH02516,49,14,37.3,8,4,High,Healthy,0.86,No Alert,No Change
TH02517,47,20,37.3,5,2,High,Healthy,0.3,No Alert,No Change
TH02518,57,23,37.4,4,1,High,Healthy,0.5,No Alert,No Change
TH02519,35,9,36.9,5,1,Medium,Critical,0.73,Emergency,Veterinary Checkup
TH02520,38,16,36.6,6,2,Medium,Critical,0.72,Emergency,Veterinary Checkup
TH02521,37,12,38.0,6,2,High,Critical,0.89,Emergency,Veterinary Checkup
TH02522,53,18,36.6,5,2,Medium,Critical,0.31,Emergency,Veterinary Checkup
TH02523,54,18,37.6,6,3,High,Healthy,0.54,No Alert,No Change
TH02524,49,15,37.9,9,2,High,Healthy,0.28,No Alert,No Change
TH02525,56,21,36.8,5,4,Medium,Healthy,0.51,No Alert,No Change
TH02526,33,11,37.0,6,3,Medium,Critical,0.21,Emergency,Veterinary Checkup
TH02527,61,19,38.1,4,2,High,Healthy,0.92,No Alert,No Change
TH02528,60,17,37.8,3,4,High,Healthy,0.62,No Alert,No Change
TH02529,52,16,37.2,6,2,High,Healthy,0.88,No Alert,No Change
TH02530,62,17,38.1,5,2,High,Healthy,0.25,No Alert,No Change
TH02531,30,10,38.1,4,3,Medium,Critical,0.38,Emergency,Veterinary Checkup
TH02532,39,11,37.6,5,4,High,Critical,0.41,Emergency,Veterinary Checkup
TH02533,37,12,37.0,7,1,High,Critical,0.51,Emergency,Veterinary Checkup
TH02534,52,20,37.3,1,2,High,Healthy,0.84,No Alert,No Change
TH02535,34,14,37.6,1,3,Medium,Critical,0.51,Emergency,Veterinary Checkup
TH02536,52,17,37.4,1,4,High,Healthy,0.36,No Alert,No Change
TH02537,58,19,38.0,2,2,High,Healthy,0.25,No Alert,No Change
TH02538,51,21,36.7,9,1,Medium,Critical,0.26,Emergency,Veterinary Checkup
TH02539,47,17,36.8,5,4,Medium,Healthy,0.81,No Alert,No Change
TH02540,35,11,37.6,9,4,High,Critical,0.56,Emergency,Veterinary Checkup
TH02541,36,9,37.3,5,3,High,Critical,0.78,Emergency,Veterinary Checkup
TH02542,57,20,37.2,7,2,High,Healthy,0.75,No Alert,No Change
TH02543,52,19,36.6,6,2,Medium,Critical,0.31,Emergency,Veterinary Checkup
TH02544,44,13,37.5,2,4,High,Healthy,0.31,No Alert,No Change
TH02545,40,14,37.5,3,2,High,Healthy,0.8,No Alert,No Change
TH02546,30,9,37.8,5,4,Medium,Critical,0.78,Emergency,Veterinary Checkup
TH02547,34,11,37.5,4,1,Medium,Critical,0.5,Emergency,Veterinary Checkup
TH02548,64,16,37.4,6,3,High,Healthy,0.26,No Alert,No Change
TH02549,32,10,38.1,8,2,Medium,Critical,0.21,Emergency,Veterinary Checkup
TH02550,46,17,36.8,8,2,Medium,Healthy,0.43,No Alert,No Change
TH02551,55,17,37.8,3,3,High,Healthy,0.21,No Alert,No Change
TH02552,32,11,36.7,4,1,Medium,Critical,0.38,Emergency,Veterinary Checkup
TH02553,46,14,37.1,1,1,High,Healthy,0.54,No Alert,No Change
TH02554,54,19,36.9,2,1,Medium,Healthy,0.3,No Alert,No Change
TH02555,45,15,37.9,9,1,High,Healthy,0.28,No Alert,No Change
TH02556,73,22,37.5,2,1,Low,Critical,0.92,Emergency,Veterinary Checkup
TH02557,30,13,37.5,6,4,Medium,Critical,0.67,Emergency,Veterinary Checkup
TH02558,55,20,36.9,7,2,Medium,Healthy,0.95,No Alert,No Change
TH02559,43,13,37.4,6,2,High,Healthy,0.48,No Alert,No Change
TH02560,52,18,37.1,8,2,High,Healthy,0.74,No Alert,No Change
TH02561,49,17,37.7,9,4,High,Healthy,0.36,No Alert,No Change
TH02562,37,14,37.0,8,3,High,Critical,0.69,Emergency,Veterinary Checkup
TH02563,47,12,38.2,5,1,High,Healthy,0.3,No Alert,No Change
TH02564,30,12,36.7,8,3,Medium,Critical,0.2,Emergency,Veterinary Checkup
TH02565,51,16,37.1,9,1,High,Healthy,0.95,No Alert,No Change
TH02566,47,15,38.3,8,1,High,Healthy,0.64,No Alert,No Change
TH02567,51,22,37.3,2,3,High,Healthy,0.94,No Alert,No Change
TH02568,55,19,36.8,2,2,Medium,Healthy,0.47,No Alert,No Change
TH02569,48,15,37.6,3,4,High,Healthy,0.46,No Alert,No Change
TH02570,46,11,37.3,7,3,High,Healthy,0.52,No Alert,No Change
TH02571,36,15,37.1,9,2,High,Critical,0.76,Emergency,Veterinary Checkup
TH02572,37,10,37.0,8,1,High,Critical,0.65,Emergency,Veterinary Checkup
TH02573,56,17,38.9,9,2,High,Healthy,0.94,No Alert,No Change
TH02574,59,19,37.4,6,1,High,Healthy,0.22,No Alert,No Change
TH02575,42,17,36.5,1,1,Medium,Critical,0.77,Emergency,Veterinary Checkup
TH02576,45,17,38.2,4,2,High,Healthy,0.46,No Alert,No Change
TH02577,35,11,37.8,6,1,High,Critical,0.34,Emergency,Veterinary Checkup
TH02578,56,19,37.1,6,4,High,Healthy,0.61,No Alert,No Change
TH02579,51,16,37.0,8,2,High,Healthy,0.6,No Alert,No Change
TH02580,64,22,37.8,1,3,High,Healthy,0.31,No Alert,No Change
TH02581,36,12,37.4,2,1,High,Critical,0.36,Emergency,Veterinary Checkup
TH02582,41,16,36.5,2,1,Medium,Critical,0.53,Emergency,Veterinary Checkup
TH02583,47,18,38.4,6,4,High,Healthy,0.53,No Alert,No Change
TH02584,51,18,37.3,7,4,High,Healthy,0.45,No Alert,No Change
TH02585,42,13,38.2,2,3,High,Healthy,0.32,No Alert,No Change
TH02586,36,13,38.1,5,1,High,Critical,0.2,Emergency,Veterinary Checkup
TH02587,53,17,37.0,6,3,High,Healthy,0.98,No Alert,No Change
TH02588,52,15,38.0,4,3,High,Healthy,0.95,No Alert,No Change
TH02589,35,11,37.2,1,1,High,Critical,0.59,Emergency,Veterinary Checkup
TH02590,58,20,36.6,3,3,Medium,Critical,1.0,Emergency,Veterinary Checkup
TH02591,56,20,37.3,9,3,High,Healthy,0.74,No Alert,No Change
TH02592,46,15,37.7,6,4,High,Healthy,0.26,No Alert,No Change
TH02593,45,13,37.3,2,4,High,Healthy,0.29,No Alert,No Change
TH02594,50,17,37.3,9,3,High,Healthy,0.93,No Alert,No Change
TH02595,36,12,38.1,4,1,High,Critical,0.7,Emergency,Veterinary Checkup
